"Tag_ID","Release_FK","Scan_date_time","Hex_tag_ID","Dec_tag_ID","Length","Notes","Release_date_time","Release_location","Capture_location","Capture_method","Species","Hatchery_status","Release_type","N_char"
32269,279,2024-04-01 11:06:00,"3D6.1533F88F73","982.091066240883",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32270,279,2024-04-01 11:06:00,"3D6.15346A793A","982.091073706298",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32271,279,2024-04-01 11:07:00,"3D6.1533F88F63","982.091066240867",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32272,279,2024-04-01 11:07:00,"3D6.15346A7946","982.09107370631",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32273,279,2024-04-01 11:07:00,"3D6.15346A798B","982.091073706379",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32274,279,2024-04-01 11:07:00,"3D6.1533F88FC2","982.091066240962",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32275,279,2024-04-01 11:07:00,"3D6.15346A7966","982.091073706342",63,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32276,279,2024-04-01 11:07:00,"3D6.1533F88FB2","982.091066240946",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32277,279,2024-04-01 11:08:00,"3D6.15346A793B","982.091073706299",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32278,279,2024-04-01 11:08:00,"3D6.15346A799C","982.091073706396",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32279,279,2024-04-01 11:08:00,"3D6.1533F88F83","982.091066240899",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32280,279,2024-04-01 11:08:00,"3D6.15346A795C","982.091073706332",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32281,279,2024-04-01 11:08:00,"3D6.1533F88FAB","982.091066240939",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32282,279,2024-04-01 11:08:00,"3D6.15346A7919","982.091073706265",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32283,279,2024-04-01 11:09:00,"3D6.15346A79A4","982.091073706404",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32284,279,2024-04-01 11:09:00,"3D6.1533F88FB5","982.091066240949",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32285,279,2024-04-01 11:09:00,"3D6.15346A7960","982.091073706336",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32286,279,2024-04-01 11:09:00,"3D6.1533F88F9F","982.091066240927",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32287,279,2024-04-01 11:09:00,"3D6.15346A7933","982.091073706291",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32288,279,2024-04-01 11:10:00,"3D6.1533F88F9B","982.091066240923",50,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32289,279,2024-04-01 11:10:00,"3D6.15346A7995","982.091073706389",53,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32290,279,2024-04-01 11:10:00,"3D6.15346A7967","982.091073706343",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32291,279,2024-04-01 11:10:00,"3D6.1533F88F9C","982.091066240924",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32292,279,2024-04-01 11:10:00,"3D6.15346A795F","982.091073706335",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32293,279,2024-04-01 11:11:00,"3D6.1533F88F93","982.091066240915",51,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32294,279,2024-04-01 11:11:00,"3D6.15346A7945","982.091073706309",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32295,279,2024-04-01 11:11:00,"3D6.1533F88FAC","982.09106624094",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32296,279,2024-04-01 11:11:00,"3D6.15346A7953","982.091073706323",53,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32297,279,2024-04-01 11:12:00,"3D6.15346A79AB","982.091073706411",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32298,279,2024-04-01 11:12:00,"3D6.15346A7959","982.091073706329",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32299,279,2024-04-01 11:12:00,"3D6.15346A7917","982.091073706263",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32300,279,2024-04-01 11:13:00,"3D6.15346A797E","982.091073706366",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32301,279,2024-04-01 11:16:00,"3D6.1533F88F68","982.091066240872",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32302,279,2024-04-01 11:17:00,"3D6.1533F88FBE","982.091066240958",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32303,279,2024-04-01 11:17:00,"3D6.15346A7964","982.09107370634",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32304,279,2024-04-01 11:17:00,"3D6.1533F88FAE","982.091066240942",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32305,279,2024-04-01 11:18:00,"3D6.15346A7958","982.091073706328",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32306,279,2024-04-01 11:18:00,"3D6.15346A797F","982.091073706367",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32307,279,2024-04-01 11:18:00,"3D6.15346A7922","982.091073706274",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32308,279,2024-04-01 11:18:00,"3D6.1533F88FB0","982.091066240944",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32309,279,2024-04-01 11:19:00,"3D6.1533F88FA9","982.091066240937",67,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32310,279,2024-04-01 11:19:00,"3D6.1533F88F8F","982.091066240911",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32311,279,2024-04-01 11:20:00,"3D6.1533F88F61","982.091066240865",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32312,279,2024-04-01 11:20:00,"3D6.15346A793C","982.0910737063",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",14
32313,279,2024-04-01 11:20:00,"3D6.15346A794B","982.091073706315",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32314,279,2024-04-01 11:20:00,"3D6.1533F88FA1","982.091066240929",63,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32315,279,2024-04-01 11:20:00,"3D6.15346A799F","982.091073706399",69,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32316,279,2024-04-01 11:20:00,"3D6.15346A7949","982.091073706313",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32317,279,2024-04-01 11:21:00,"3D6.1533F88FA0","982.091066240928",69,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32318,279,2024-04-01 11:21:00,"3D6.15346A7971","982.091073706353",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32319,279,2024-04-01 11:21:00,"3D6.15346A79D8","982.091073706456",67,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32320,279,2024-04-01 11:21:00,"3D6.15346A7912","982.091073706258",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32321,279,2024-04-01 11:21:00,"3D6.1533F88F7A","982.09106624089",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32322,279,2024-04-01 11:22:00,"3D6.15346A790C","982.091073706252",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32323,279,2024-04-01 11:22:00,"3D6.1533F88FBC","982.091066240956",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32324,279,2024-04-01 11:22:00,"3D6.15346A7956","982.091073706326",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32325,279,2024-04-01 11:22:00,"3D6.15346A79BB","982.091073706427",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32326,279,2024-04-01 11:22:00,"3D6.1533F88F80","982.091066240896",52,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32327,279,2024-04-01 11:23:00,"3D6.15346A7930","982.091073706288",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32328,279,2024-04-01 11:23:00,"3D6.1533F88F66","982.09106624087",51,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32329,279,2024-04-01 11:23:00,"3D6.15346A792D","982.091073706285",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32330,279,2024-04-01 11:23:00,"3D6.15346A79BD","982.091073706429",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32331,279,2024-04-01 11:23:00,"3D6.1533F88FB9","982.091066240953",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32332,279,2024-04-01 11:23:00,"3D6.15346A7940","982.091073706304",51,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32333,279,2024-04-01 11:24:00,"3D6.1533F88F81","982.091066240897",51,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32334,279,2024-04-01 11:24:00,"3D6.15346A7969","982.091073706345",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32335,279,2024-04-01 11:24:00,"3D6.1533F88F87","982.091066240903",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32336,279,2024-04-01 11:24:00,"3D6.15346A791C","982.091073706268",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32337,279,2024-04-01 11:25:00,"3D6.1533F88F92","982.091066240914",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32338,279,2024-04-01 11:25:00,"3D6.15346A7954","982.091073706324",52,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32339,279,2024-04-01 11:26:00,"3D6.15346A791E","982.09107370627",50,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32340,279,2024-04-01 11:26:00,"3D6.15346A79A6","982.091073706406",52,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32341,279,2024-04-01 11:28:00,"3D6.1533F88F6B","982.091066240875",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32342,279,2024-04-01 11:29:00,"3D6.1533F88F9A","982.091066240922",56,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32343,279,2024-04-01 11:29:00,"3D6.1533F88F67","982.091066240871",63,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32344,279,2024-04-01 11:29:00,"3D6.15346A7939","982.091073706297",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32345,279,2024-04-01 11:29:00,"3D6.1533F88F7E","982.091066240894",53,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32346,279,2024-04-01 11:30:00,"3D6.15346A7982","982.09107370637",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32347,279,2024-04-01 11:30:00,"3D6.15346A796C","982.091073706348",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32348,279,2024-04-01 11:30:00,"3D6.1533F88FB6","982.09106624095",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32349,279,2024-04-01 11:30:00,"3D6.15346A7924","982.091073706276",52,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32350,279,2024-04-01 11:30:00,"3D6.1533F88FBD","982.091066240957",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32351,279,2024-04-01 11:31:00,"3D6.15346A79D4","982.091073706452",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32352,279,2024-04-01 11:31:00,"3D6.1533F88F97","982.091066240919",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32353,279,2024-04-01 11:31:00,"3D6.15346A794F","982.091073706319",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32354,279,2024-04-01 11:31:00,"3D6.1533F88F8E","982.09106624091",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32355,279,2024-04-01 11:31:00,"3D6.15346A7992","982.091073706386",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32356,279,2024-04-01 11:32:00,"3D6.15346A790E","982.091073706254",49,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32357,279,2024-04-01 11:32:00,"3D6.1533F88F84","982.0910662409",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",14
32358,279,2024-04-01 11:32:00,"3D6.15346A7943","982.091073706307",54,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32359,279,2024-04-01 11:32:00,"3D6.15346A798A","982.091073706378",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32360,279,2024-04-01 11:32:00,"3D6.1533F88FB8","982.091066240952",54,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32361,279,2024-04-01 11:33:00,"3D6.15346A7970","982.091073706352",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32362,279,2024-04-01 11:33:00,"3D6.1533F88F88","982.091066240904",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32363,279,2024-04-01 11:33:00,"3D6.1533F88F74","982.091066240884",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32364,279,2024-04-01 11:33:00,"3D6.15346A79A3","982.091073706403",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32365,279,2024-04-01 11:33:00,"3D6.15346A7925","982.091073706277",50,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32366,279,2024-04-01 11:34:00,"3D6.1533F88FB1","982.091066240945",63,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32367,279,2024-04-01 11:35:00,"3D6.1533F88F79","982.091066240889",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32368,279,2024-04-01 11:35:00,"3D6.1533F88F89","982.091066240905",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32369,279,2024-04-01 11:35:00,"3D6.1533F88F5F","982.091066240863",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32370,279,2024-04-01 11:36:00,"3D6.1533F88F6D","982.091066240877",58,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32371,279,2024-04-01 11:36:00,"3D6.1533F88F8A","982.091066240906",49,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32372,279,2024-04-01 11:36:00,"3D6.1533F88F6A","982.091066240874",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32373,279,2024-04-01 11:37:00,"3D6.1533F88FB7","982.091066240951",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32374,279,2024-04-01 11:37:00,"3D6.1533F88F90","982.091066240912",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32375,279,2024-04-01 11:39:00,"3D6.15346A799E","982.091073706398",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32376,279,2024-04-01 11:40:00,"3D6.15346A798D","982.091073706381",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32377,279,2024-04-01 11:41:00,"3D6.1533F88F71","982.091066240881",66,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32378,279,2024-04-01 11:42:00,"3D6.1533F88F86","982.091066240902",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32379,279,2024-04-01 11:42:00,"3D6.1533F88F62","982.091066240866",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32380,279,2024-04-01 11:42:00,"3D6.15346A796B","982.091073706347",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32381,279,2024-04-01 11:43:00,"3D6.1533F88FA4","982.091066240932",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32382,279,2024-04-01 11:43:00,"3D6.15346A7914","982.09107370626",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32383,279,2024-04-01 11:43:00,"3D6.15346A7999","982.091073706393",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32384,279,2024-04-01 11:43:00,"3D6.15346A7910","982.091073706256",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32385,279,2024-04-01 11:43:00,"3D6.1533F88F70","982.09106624088",62,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32386,279,2024-04-01 11:43:00,"3D6.15346A792A","982.091073706282",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32387,279,2024-04-01 11:44:00,"3D6.1533F88F7B","982.091066240891",57,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32388,279,2024-04-01 11:44:00,"3D6.15346A79BC","982.091073706428",65,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32389,279,2024-04-01 11:44:00,"3D6.15346A792B","982.091073706283",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32390,279,2024-04-01 11:44:00,"3D6.1533F88F85","982.091066240901",61,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32391,279,2024-04-01 11:44:00,"3D6.15346A796A","982.091073706346",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32392,279,2024-04-01 11:44:00,"3D6.1533F88FA2","982.09106624093",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32393,279,2024-04-01 11:45:00,"3D6.15346A7989","982.091073706377",64,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32394,279,2024-04-01 11:45:00,"3D6.15346A7973","982.091073706355",55,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32395,279,2024-04-01 11:45:00,"3D6.1533F88F7F","982.091066240895",60,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32396,279,2024-04-01 11:45:00,"3D6.1533F88F64","982.091066240868",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32397,279,2024-04-01 11:46:00,"3D6.15346A79B0","982.091073706416",66,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32398,279,2024-04-01 11:46:00,"3D6.15346A7928","982.09107370628",63,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
32399,279,2024-04-01 11:46:00,"3D6.1533F88FA7","982.091066240935",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
32400,279,2024-04-01 11:46:00,"3D6.15346A793F","982.091073706303",59,NA,2024-04-02 19:47:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
